review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,room_type
5.0,4.91,4.82,5.0,5.0,5.0,4.91,139,Entire home/apt
4.98,5.0,4.96,4.96,4.94,4.96,4.93,189,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.33,119,Entire home/apt
4.84,4.64,4.8,4.76,4.88,4.84,4.88,248,Entire home/apt
4.87,4.87,4.87,4.91,4.83,4.43,4.78,88,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,160,Entire home/apt
4.98,4.96,4.96,4.95,4.96,4.97,4.84,189,Entire home/apt
4.9,4.9,5.0,4.9,5.0,5.0,4.8,188,Entire home/apt
4.67,4.67,4.33,5.0,4.83,4.67,4.33,54,Private room
4.83,4.71,4.58,4.63,4.92,4.71,4.63,250,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,230,Entire home/apt
4.83,5.0,4.83,5.0,5.0,4.83,4.67,76,Private room
4.82,4.83,4.77,4.78,4.83,4.92,4.68,409,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,179,Entire home/apt
4.83,4.67,5.0,5.0,4.83,5.0,4.67,165,Entire home/apt
4.37,4.45,4.19,4.68,4.74,4.92,4.48,142,Entire home/apt
4.56,4.89,4.44,4.89,5.0,5.0,4.44,272,Entire home/apt
4.92,5.0,5.0,5.0,4.92,5.0,4.77,119,Entire home/apt
4.95,4.98,4.97,4.97,4.97,4.87,4.89,159,Entire home/apt
4.83,4.88,4.89,4.84,4.88,4.78,4.68,143,Entire home/apt
5.0,5.0,5.0,4.6,4.87,4.93,4.73,228,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.57,115,Entire home/apt
4.81,4.93,4.74,4.94,4.96,4.88,4.78,240,Entire home/apt
4.93,4.92,4.91,4.75,4.96,4.79,4.85,205,Entire home/apt
4.86,5.0,5.0,4.86,5.0,4.71,4.43,129,Entire home/apt
4.87,4.97,4.75,4.71,4.78,4.91,4.64,242,Entire home/apt
5.0,5.0,4.75,5.0,5.0,5.0,5.0,265,Entire home/apt
4.96,5.0,5.0,4.98,5.0,4.82,4.84,214,Entire home/apt
4.8,4.85,4.85,4.9,4.83,4.75,4.68,599,Entire home/apt
4.89,4.97,4.83,4.76,4.95,4.98,4.73,249,Entire home/apt
4.83,4.89,4.78,4.67,5.0,5.0,4.67,199,Entire home/apt
4.5,4.5,5.0,5.0,4.5,5.0,5.0,125,Private room
4.68,4.76,4.96,4.84,4.96,5.0,4.52,346,Entire home/apt
4.88,4.88,4.84,4.83,4.91,4.8,4.79,328,Entire home/apt
4.76,4.85,4.86,4.87,4.9,4.86,4.64,143,Entire home/apt
4.92,4.91,4.93,4.9,4.97,4.83,4.82,177,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.4,117,Entire home/apt
4.72,4.73,4.72,4.79,4.9,4.76,4.6,364,Entire home/apt
4.81,4.9,4.88,4.77,4.87,4.88,4.67,282,Entire home/apt
5.0,4.75,4.88,4.88,4.88,4.63,4.75,144,Entire home/apt
4.63,4.5,4.38,4.63,5.0,4.75,4.5,180,Entire home/apt
4.5,4.5,5.0,5.0,5.0,5.0,4.0,200,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,110,Entire home/apt
4.86,4.93,4.79,4.98,4.97,4.73,4.78,143,Entire home/apt
4.91,4.91,4.85,4.91,4.88,4.91,4.8,151,Entire home/apt
4.95,5.0,4.93,4.82,4.98,4.87,4.92,324,Entire home/apt
4.93,4.93,4.9,4.77,4.97,4.93,4.93,215,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,150,Entire home/apt
4.94,5.0,4.98,5.0,5.0,4.96,4.88,175,Entire home/apt
4.68,4.71,4.75,4.86,4.89,4.96,4.71,160,Entire home/apt
5.0,4.83,4.83,5.0,5.0,4.83,4.67,217,Entire home/apt
4.86,4.88,4.91,4.97,4.99,4.94,4.73,164,Entire home/apt
4.89,4.92,4.92,4.92,4.97,4.83,4.72,295,Entire home/apt
4.87,4.92,4.91,4.79,4.81,4.75,4.68,214,Entire home/apt
4.93,4.93,5.0,4.87,5.0,5.0,4.87,300,Entire home/apt
4.95,4.98,4.99,4.93,4.99,4.82,4.84,384,Entire home/apt
4.96,4.87,5.0,5.0,5.0,4.83,4.83,202,Entire home/apt
5.0,5.0,5.0,4.83,5.0,5.0,4.83,425,Entire home/apt
4.92,4.94,4.89,4.94,5.0,4.89,4.78,406,Entire home/apt
5.0,5.0,4.88,5.0,5.0,4.88,4.88,188,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.5,299,Entire home/apt
4.83,4.81,4.88,4.8,4.92,4.84,4.61,129,Entire home/apt
4.85,4.87,4.88,4.84,4.88,4.81,4.68,122,Entire home/apt
4.84,4.87,4.85,4.83,4.86,4.79,4.75,119,Entire home/apt
4.78,4.88,4.89,4.79,4.82,4.74,4.64,129,Entire home/apt
4.7,4.7,4.74,4.35,4.7,4.83,4.61,180,Entire home/apt
4.86,4.89,4.93,4.93,4.9,4.87,4.75,149,Entire home/apt
4.33,4.21,4.15,4.85,4.86,4.52,4.33,149,Entire home/apt
4.5,4.0,4.5,4.5,4.5,4.5,4.5,500,Entire home/apt
4.87,4.9,4.85,4.82,4.85,4.69,4.75,203,Entire home/apt
4.6,5.0,4.6,4.6,5.0,5.0,4.6,156,Entire home/apt
4.86,4.89,4.79,4.96,4.93,4.83,4.66,200,Entire home/apt
4.8,5.0,4.7,4.8,4.9,5.0,4.5,191,Entire home/apt
4.81,4.88,4.81,4.8,4.88,4.43,4.68,179,Entire home/apt
4.83,4.91,4.78,4.82,4.95,4.98,4.79,270,Entire home/apt
4.76,4.83,4.69,4.78,4.94,4.81,4.61,420,Entire home/apt
4.86,4.97,4.97,4.97,5.0,4.69,4.66,183,Entire home/apt
4.8,4.8,5.0,4.8,4.8,5.0,4.2,85,Private room
5.0,4.86,4.57,4.71,5.0,5.0,4.86,125,Entire home/apt
4.9,4.93,4.92,4.95,4.94,4.78,4.82,181,Entire home/apt
4.87,4.91,4.9,4.84,4.98,4.79,4.76,247,Entire home/apt
4.97,4.92,4.97,4.95,4.98,4.8,4.87,180,Entire home/apt
5.0,5.0,4.75,5.0,4.88,4.88,4.63,80,Entire home/apt
4.85,4.91,4.83,4.89,4.87,4.98,4.74,250,Entire home/apt
4.67,4.74,4.6,4.9,4.88,4.84,4.61,137,Entire home/apt
4.78,4.87,4.81,4.93,4.89,4.69,4.57,115,Entire home/apt
5.0,4.91,4.91,4.82,5.0,5.0,4.91,123,Entire home/apt
4.88,4.91,4.93,4.81,4.91,4.78,4.83,209,Entire home/apt
4.79,4.9,4.77,4.64,4.81,4.8,4.69,306,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,138,Entire home/apt
4.9,4.93,4.99,4.98,4.99,4.8,4.86,154,Entire home/apt
4.83,5.0,5.0,5.0,5.0,4.67,4.5,173,Entire home/apt
4.75,4.85,4.75,4.93,4.79,4.64,4.69,129,Entire home/apt
4.96,4.97,4.99,4.99,4.97,4.73,4.87,144,Entire home/apt
5.0,4.94,4.94,4.94,5.0,5.0,4.88,209,Entire home/apt
4.91,4.97,4.93,4.96,4.99,4.78,4.87,160,Entire home/apt
4.85,4.84,4.91,4.69,4.92,4.85,4.71,297,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,100,Entire home/apt
4.88,4.89,4.91,4.95,4.89,4.87,4.83,382,Entire home/apt
4.79,4.79,4.79,4.93,5.0,4.86,4.64,125,Entire home/apt
4.78,4.91,4.86,4.78,4.8,4.8,4.78,145,Entire home/apt
5.0,5.0,4.8,4.8,5.0,5.0,5.0,57,Private room
4.6,4.75,4.81,4.85,4.63,4.65,4.54,114,Entire home/apt
4.98,4.98,4.98,4.98,5.0,4.92,4.86,205,Entire home/apt
4.63,4.6,4.75,4.67,4.75,4.8,4.54,462,Entire home/apt
4.75,4.0,4.75,4.75,5.0,4.75,4.25,299,Private room
4.91,4.94,5.0,4.87,4.9,4.81,4.74,232,Entire home/apt
4.5,5.0,5.0,5.0,5.0,5.0,5.0,98,Entire home/apt
4.96,4.97,5.0,4.99,5.0,4.78,4.86,299,Entire home/apt
4.95,4.93,4.89,4.95,5.0,4.91,4.82,116,Private room
4.5,4.45,4.11,4.68,4.7,4.93,4.45,965,Entire home/apt
4.77,4.77,4.6,4.88,4.95,4.82,4.68,350,Entire home/apt
4.97,4.97,4.99,4.92,5.0,4.98,4.83,312,Entire home/apt
4.91,5.0,4.91,5.0,5.0,5.0,4.91,549,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,85,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,85,Private room
5.0,5.0,5.0,5.0,5.0,5.0,4.67,319,Entire home/apt
5.0,4.83,5.0,4.67,5.0,4.83,4.67,300,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,96,Entire home/apt
4.91,4.94,4.97,4.97,4.94,4.84,4.84,229,Entire home/apt
5.0,5.0,5.0,4.96,5.0,4.88,4.96,188,Entire home/apt
4.98,4.96,5.0,5.0,4.97,4.87,4.86,122,Entire home/apt
4.83,5.0,5.0,4.67,4.83,5.0,5.0,128,Entire home/apt
4.97,5.0,4.84,4.97,5.0,5.0,4.74,308,Entire home/apt
4.5,5.0,4.0,4.75,4.75,5.0,4.75,125,Entire home/apt
4.89,4.84,4.89,4.89,4.95,4.69,4.69,507,Entire home/apt
4.83,4.87,4.84,4.63,4.93,4.79,4.8,484,Entire home/apt
4.75,4.5,5.0,5.0,5.0,5.0,4.75,925,Entire home/apt
4.71,4.85,4.94,4.59,4.89,4.55,4.64,514,Entire home/apt
5.0,4.67,5.0,5.0,5.0,5.0,4.33,256,Entire home/apt
4.78,4.93,4.87,4.87,4.78,4.8,4.71,281,Entire home/apt
4.81,4.69,4.74,4.69,4.81,4.81,4.66,234,Entire home/apt
4.97,4.97,4.96,4.94,4.99,4.96,4.88,279,Entire home/apt
4.67,5.0,3.67,5.0,5.0,5.0,4.67,250,Entire home/apt
5.0,4.82,4.91,5.0,5.0,4.82,4.55,138,Private room
5.0,5.0,5.0,5.0,5.0,5.0,4.89,123,Entire home/apt
4.87,4.94,4.87,4.98,4.96,4.91,4.79,200,Entire home/apt
4.84,4.75,4.86,4.82,4.86,4.8,4.61,280,Entire home/apt
4.78,4.76,4.82,4.72,4.84,4.9,4.62,285,Entire home/apt
4.83,4.76,4.77,4.81,4.93,4.89,4.82,266,Entire home/apt
4.95,5.0,4.9,5.0,5.0,4.7,4.83,110,Entire home/apt
4.84,4.92,4.9,4.71,4.9,4.86,4.78,271,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,220,Entire home/apt
4.9,4.94,4.88,4.86,4.9,4.81,4.86,249,Entire home/apt
4.8,4.6,5.0,4.8,4.6,5.0,4.6,121,Entire home/apt
5.0,4.75,4.75,5.0,4.75,4.75,4.5,288,Entire home/apt
4.76,4.87,4.77,4.76,4.91,4.86,4.76,288,Entire home/apt
4.59,4.86,4.62,4.78,4.84,4.69,4.49,218,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,179,Entire home/apt
4.92,4.92,4.99,4.96,4.99,4.75,4.77,118,Entire home/apt
4.93,4.92,4.98,4.84,5.0,4.76,4.82,317,Entire home/apt
4.91,4.91,4.83,4.96,5.0,4.76,4.8,137,Entire home/apt
4.83,5.0,4.83,5.0,4.83,5.0,4.67,79,Private room
4.74,4.81,4.74,4.89,4.97,4.64,4.54,203,Entire home/apt
4.93,4.9,4.86,4.97,5.0,4.94,4.89,254,Entire home/apt
4.85,4.98,4.83,4.9,4.98,4.32,4.78,200,Entire home/apt
4.97,5.0,4.94,4.94,5.0,5.0,4.89,162,Private room
5.0,5.0,4.8,5.0,5.0,5.0,5.0,65,Private room
4.97,4.92,4.95,4.94,4.9,4.95,4.89,132,Private room
4.82,4.89,4.86,4.98,5.0,4.88,4.79,146,Entire home/apt
4.86,4.85,4.81,4.66,4.93,4.84,4.72,236,Entire home/apt
4.8,4.89,4.78,4.82,4.86,4.8,4.65,218,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.33,4.33,200,Entire home/apt
4.91,4.94,4.94,4.96,4.96,4.74,4.78,101,Entire home/apt
4.88,4.92,4.75,4.93,4.99,4.93,4.88,200,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,150,Entire home/apt
5.0,5.0,4.86,5.0,5.0,5.0,4.57,315,Entire home/apt
4.89,4.91,4.89,4.91,4.93,4.98,4.76,200,Entire home/apt
4.91,5.0,4.91,5.0,5.0,4.91,4.82,157,Entire home/apt
4.72,4.85,4.87,4.97,4.93,4.87,4.82,167,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.67,5.0,148,Entire home/apt
4.93,4.97,4.95,4.95,4.97,4.88,4.93,250,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,125,Entire home/apt
4.67,4.33,5.0,5.0,4.67,5.0,4.33,240,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,385,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,177,Entire home/apt
4.71,4.76,4.67,4.71,4.82,4.73,4.78,119,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,240,Entire home/apt
4.76,4.88,4.77,4.8,4.88,4.92,4.8,415,Entire home/apt
4.44,4.62,4.75,4.21,4.66,4.71,4.46,282,Entire home/apt
4.7,4.67,4.8,4.83,4.8,4.77,4.5,404,Entire home/apt
4.83,4.17,4.83,4.83,5.0,5.0,4.67,188,Entire home/apt
4.97,5.0,5.0,4.97,5.0,4.98,4.9,221,Entire home/apt
5.0,5.0,5.0,5.0,4.96,4.96,4.85,400,Entire home/apt
4.95,4.95,4.97,4.97,4.92,4.81,4.86,236,Entire home/apt
4.85,4.79,4.77,4.81,4.98,5.0,4.77,155,Private room
4.88,4.85,4.88,4.75,4.94,5.0,4.78,148,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,239,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.91,4.91,329,Entire home/apt
4.81,4.9,4.97,4.72,4.85,4.76,4.58,624,Entire home/apt
4.82,4.82,4.91,4.82,5.0,4.91,4.45,163,Entire home/apt
4.83,4.9,4.77,4.9,4.91,4.96,4.71,306,Entire home/apt
4.94,5.0,4.89,5.0,5.0,4.94,5.0,356,Entire home/apt
4.9,4.92,4.7,4.96,5.0,4.84,4.88,136,Entire home/apt
4.83,4.88,4.88,4.93,4.95,4.8,4.78,81,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,68,Private room
4.77,4.84,4.74,4.71,4.9,4.74,4.65,338,Entire home/apt
4.93,4.94,4.99,5.0,4.99,4.94,4.94,288,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.33,4.67,118,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,421,Entire home/apt
4.72,4.72,4.56,4.56,4.89,4.89,4.72,388,Entire home/apt
4.62,4.64,4.85,4.91,4.89,4.76,4.53,256,Entire home/apt
3.0,2.0,2.0,3.0,2.0,4.0,3.0,200,Entire home/apt
3.0,4.0,4.0,5.0,5.0,5.0,3.0,200,Entire home/apt
4.72,4.87,4.91,4.98,4.96,4.81,4.51,179,Entire home/apt
4.91,4.94,4.97,5.0,4.99,4.92,4.93,164,Entire home/apt
4.89,4.95,4.86,4.89,4.98,4.79,4.8,354,Entire home/apt
4.94,4.91,4.98,4.72,4.91,4.94,4.91,275,Entire home/apt
4.69,4.78,4.74,4.72,4.81,4.09,4.51,311,Entire home/apt
4.97,4.97,5.0,4.96,4.99,4.88,4.85,281,Entire home/apt
4.94,4.95,4.97,4.93,4.95,4.84,4.77,264,Private room
5.0,5.0,5.0,5.0,4.9,5.0,4.8,136,Entire home/apt
4.87,4.88,4.85,4.97,4.91,4.88,4.79,220,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.91,98,Entire home/apt
4.6,4.53,4.8,4.8,4.73,4.97,4.6,150,Private room
4.67,4.67,5.0,5.0,5.0,4.67,5.0,200,Entire home/apt
4.96,4.85,4.89,4.81,4.93,4.93,4.85,300,Entire home/apt
4.98,5.0,5.0,4.91,4.98,4.98,4.91,203,Entire home/apt
4.91,4.91,4.96,5.0,5.0,4.83,4.83,188,Entire home/apt
4.76,4.8,4.77,4.63,4.93,4.92,4.62,326,Entire home/apt
5.0,4.67,5.0,4.67,5.0,5.0,5.0,249,Entire home/apt
4.86,4.92,4.96,4.84,5.0,4.73,4.63,343,Entire home/apt
4.67,4.67,5.0,4.67,5.0,5.0,4.67,300,Entire home/apt
4.78,4.87,4.91,4.78,4.91,4.7,4.65,348,Entire home/apt
4.84,4.9,4.86,4.86,4.9,4.84,4.58,214,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.71,78,Entire home/apt
4.88,4.91,4.77,4.72,4.99,4.99,4.66,367,Entire home/apt
4.81,4.83,4.84,4.95,4.81,4.84,4.69,336,Entire home/apt
4.51,4.45,4.17,4.82,4.63,4.68,4.38,100,Shared room
4.37,4.74,4.21,4.74,4.74,4.11,4.37,100,Shared room
4.08,4.25,4.0,4.38,4.33,4.25,3.92,96,Shared room
4.96,4.96,4.96,4.98,4.98,4.83,4.95,187,Entire home/apt
4.19,4.32,4.08,4.78,4.8,4.56,4.03,194,Entire home/apt
4.83,5.0,5.0,5.0,5.0,5.0,4.83,330,Entire home/apt
4.79,4.79,4.95,4.88,4.79,4.91,4.64,197,Entire home/apt
4.81,4.94,4.87,4.91,4.93,4.72,4.63,152,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.67,4.67,380,Entire home/apt
5.0,5.0,4.87,4.73,5.0,5.0,4.93,248,Entire home/apt
4.93,4.99,4.96,4.89,4.88,4.53,4.79,299,Entire home/apt
4.89,4.86,4.86,4.96,4.93,4.61,4.61,223,Entire home/apt
4.87,4.96,4.96,4.91,4.96,4.98,4.76,467,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,120,Entire home/apt
4.83,4.9,4.88,4.87,4.92,4.58,4.58,207,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.86,4.86,70,Entire home/apt
4.78,4.78,4.72,4.35,4.91,4.91,4.7,208,Entire home/apt
4.92,4.96,4.94,4.88,4.98,4.8,4.79,255,Entire home/apt
4.21,4.43,4.07,4.71,4.71,4.21,4.21,199,Entire home/apt
4.81,4.86,4.81,5.0,4.95,4.62,4.81,275,Entire home/apt
4.75,4.88,4.64,4.77,4.83,4.87,4.56,232,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,69,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,400,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,118,Entire home/apt
4.43,4.43,4.14,4.43,4.43,4.29,4.29,116,Private room
4.33,4.67,3.67,5.0,5.0,4.67,4.67,280,Entire home/apt
4.93,4.98,5.0,4.93,4.95,4.98,4.95,95,Private room
4.78,4.72,4.77,4.72,4.92,4.96,4.72,287,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.94,4.83,155,Entire home/apt
4.98,5.0,4.96,4.91,5.0,4.93,4.89,200,Entire home/apt
4.94,4.91,4.91,5.0,4.97,5.0,4.79,132,Private room
4.96,4.92,4.97,4.95,4.99,4.89,4.85,126,Entire home/apt
4.78,4.67,4.78,4.89,5.0,4.78,4.33,112,Entire home/apt
4.97,4.97,5.0,4.97,5.0,4.91,4.97,160,Entire home/apt
4.46,4.66,4.63,4.77,4.77,4.63,4.3,214,Entire home/apt
4.94,4.91,4.82,4.82,4.97,4.91,4.82,237,Entire home/apt
4.53,4.53,4.33,4.86,4.86,4.7,4.35,202,Entire home/apt
4.83,4.91,4.99,4.62,4.86,4.83,4.67,287,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,248,Entire home/apt
4.63,4.75,4.75,4.88,4.88,4.88,4.38,92,Entire home/apt
4.5,4.5,5.0,5.0,5.0,4.5,4.67,179,Entire home/apt
4.77,4.83,4.73,4.97,4.88,4.8,4.74,307,Entire home/apt
4.95,4.93,4.95,4.95,4.99,4.91,4.78,179,Entire home/apt
4.94,4.95,4.96,4.89,4.96,4.99,4.71,242,Entire home/apt
4.73,4.81,4.92,4.77,4.77,4.92,4.69,500,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,116,Private room
5.0,5.0,4.89,5.0,5.0,5.0,5.0,144,Entire home/apt
4.73,4.78,4.88,4.78,4.76,4.42,4.61,279,Entire home/apt
4.81,4.81,4.89,4.76,4.92,4.97,4.73,314,Entire home/apt
4.53,4.64,4.72,4.83,4.83,4.58,4.28,213,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,99,Entire home/apt
4.0,4.25,3.25,4.75,4.25,4.5,3.0,110,Entire home/apt
4.84,4.81,4.86,4.93,4.93,4.78,4.75,143,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.0,144,Entire home/apt
4.33,4.33,4.0,4.0,5.0,5.0,4.0,125,Entire home/apt
4.67,4.67,4.67,4.67,5.0,5.0,5.0,217,Entire home/apt
4.12,4.19,4.12,4.58,4.69,4.35,4.19,86,Private room
4.94,4.94,4.94,4.96,4.96,4.92,4.9,295,Entire home/apt
4.33,3.67,4.67,4.67,4.33,4.67,4.33,241,Entire home/apt
4.69,4.82,4.86,4.48,4.81,4.74,4.69,370,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,270,Entire home/apt
4.83,4.94,4.9,4.9,4.89,4.95,4.78,206,Entire home/apt
4.5,4.75,4.48,4.26,4.56,4.8,4.46,201,Entire home/apt
4.9,4.74,4.97,4.9,5.0,4.87,4.45,1186,Entire home/apt
4.89,5.0,4.94,4.56,4.78,4.94,4.56,150,Entire home/apt
4.0,5.0,5.0,4.0,4.0,5.0,5.0,168,Entire home/apt
5.0,4.67,4.67,4.67,4.67,4.67,4.67,255,Entire home/apt
5.0,4.75,4.88,4.75,5.0,5.0,4.88,199,Entire home/apt
3.67,4.67,3.67,4.0,4.67,3.67,3.33,77,Entire home/apt
4.91,4.91,4.64,4.91,4.86,4.73,4.82,378,Entire home/apt
4.76,4.86,4.76,4.76,4.86,4.86,4.52,237,Entire home/apt
5.0,4.88,4.5,4.88,4.75,4.88,5.0,292,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.0,92,Private room
4.5,4.56,4.63,4.88,4.94,4.75,4.44,278,Entire home/apt
4.93,4.91,4.88,4.85,4.97,4.91,4.84,437,Entire home/apt
4.63,4.89,4.23,4.71,5.0,4.97,4.46,324,Entire home/apt
4.7,4.77,4.9,4.99,4.79,4.85,4.57,209,Entire home/apt
4.89,4.97,4.91,4.69,5.0,4.97,4.8,161,Entire home/apt
5.0,4.6,4.8,5.0,5.0,4.8,4.8,80,Private room
4.91,4.94,4.85,4.78,4.84,4.87,4.66,211,Entire home/apt
4.88,4.84,4.78,4.81,4.98,4.86,4.73,607,Entire home/apt
4.89,4.83,4.72,4.67,4.92,4.89,4.78,300,Entire home/apt
4.9,4.93,4.86,4.93,5.0,4.97,4.79,404,Entire home/apt
4.64,4.82,4.59,4.86,4.91,4.64,4.82,90,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,4.83,297,Entire home/apt
4.93,4.97,5.0,4.86,5.0,4.76,4.69,428,Entire home/apt
4.92,4.88,5.0,4.76,4.94,4.94,4.8,164,Entire home/apt
4.78,4.78,4.93,4.7,4.74,4.85,4.48,258,Entire home/apt
4.94,4.92,5.0,4.88,4.98,4.94,4.85,158,Entire home/apt
4.86,4.88,4.81,4.9,4.93,4.75,4.59,246,Entire home/apt
4.79,4.85,4.75,4.75,4.88,4.42,4.65,329,Entire home/apt
4.75,4.58,4.08,4.83,4.83,5.0,4.5,1369,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,323,Entire home/apt
5.0,4.94,4.83,4.89,5.0,5.0,4.83,370,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.67,4.83,112,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,130,Entire home/apt
4.94,5.0,5.0,5.0,5.0,4.76,4.85,155,Entire home/apt
4.76,4.78,4.84,4.88,4.93,4.72,4.67,278,Entire home/apt
4.88,4.88,4.87,4.88,4.96,4.76,4.83,320,Entire home/apt
4.66,4.7,4.72,4.8,4.92,4.7,4.38,181,Entire home/apt
4.92,4.85,4.77,5.0,4.92,4.92,4.77,375,Entire home/apt
4.73,4.82,4.85,4.95,4.81,4.72,4.6,144,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,69,Private room
5.0,5.0,5.0,5.0,5.0,5.0,4.75,89,Private room
4.73,4.8,4.74,4.95,4.82,4.62,4.79,189,Entire home/apt
4.87,4.93,4.87,5.0,5.0,4.8,4.73,295,Entire home/apt
4.9,4.9,4.98,4.9,4.95,4.85,4.75,366,Entire home/apt
4.89,4.94,4.91,4.82,4.98,4.73,4.66,246,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,90,Entire home/apt
4.51,4.48,4.65,4.42,4.39,4.8,4.44,460,Entire home/apt
4.92,4.9,4.96,4.8,4.97,4.93,4.79,295,Entire home/apt
4.6,4.6,5.0,5.0,4.6,4.8,4.8,240,Entire home/apt
4.79,4.9,4.9,4.85,4.77,4.92,4.63,196,Private room
4.75,4.83,4.88,4.96,5.0,4.17,4.67,300,Entire home/apt
4.78,4.87,4.94,4.93,5.0,4.67,4.72,521,Entire home/apt
4.88,4.82,4.95,4.91,4.96,4.84,4.67,398,Entire home/apt
5.0,4.95,5.0,4.95,4.87,4.89,4.84,150,Entire home/apt
4.77,4.84,4.79,4.72,4.85,4.92,4.65,279,Entire home/apt
4.94,4.81,4.69,4.75,4.94,4.81,4.5,449,Entire home/apt
4.0,4.33,4.0,4.67,4.67,4.33,4.33,89,Private room
5.0,5.0,4.0,5.0,5.0,5.0,4.0,230,Private room
4.67,4.81,4.79,4.83,4.86,4.81,4.69,94,Entire home/apt
5.0,5.0,4.86,5.0,5.0,5.0,5.0,165,Entire home/apt
4.6,4.72,4.62,4.85,4.8,4.89,4.54,199,Entire home/apt
5.0,5.0,5.0,5.0,5.0,4.6,4.4,69,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,436,Private room
5.0,5.0,5.0,5.0,5.0,5.0,5.0,290,Private room
4.78,4.75,4.69,4.67,4.97,4.83,4.58,157,Entire home/apt
4.96,4.93,5.0,4.96,4.96,4.96,4.86,809,Entire home/apt
4.38,4.38,4.13,4.63,4.38,4.75,4.25,259,Entire home/apt
5.0,5.0,5.0,5.0,5.0,5.0,5.0,190,Entire home/apt
4.82,4.96,4.93,5.0,4.89,4.68,4.82,133,Entire home/apt
4.93,4.86,4.93,4.86,5.0,4.93,4.79,156,Private room
5.0,5.0,4.75,5.0,5.0,5.0,4.75,173,Entire home/apt
4.65,4.82,4.82,4.65,4.71,4.88,4.55,299,Entire home/apt
4.97,4.96,5.0,4.96,4.99,4.97,4.86,292,Entire home/apt
4.94,4.9,4.95,4.94,4.99,4.81,4.82,329,Entire home/apt
4.92,4.88,4.8,4.88,4.96,4.88,4.8,273,Private room
4.71,4.83,4.72,4.84,4.91,4.23,4.58,292,Entire home/apt
4.8,4.8,4.85,4.9,4.8,4.9,4.68,206,Entire home/apt
4.72,4.94,4.78,4.61,4.89,4.89,4.5,257,Entire home/apt
4.66,4.72,4.84,4.74,4.57,4.67,4.66,268,Entire home/apt
4.62,4.78,4.76,4.85,4.78,4.76,4.56,120,Private room
